userID,itemID,age,sex,city,country,time,daytype,season,location,weather,social,endEmo,dominantEmo,mood,physical,decision,interaction,director,movieCountry,movieLanguage,movieYear,genre1,genre2,genre3,actor1,actor2,actor3,budget,rating
35,23,30,Male,10,Denmark,Evening,Working,Autumn,Home,Sunny,Alone,Disgusted,Disgusted,Neutral,Ill,Decision,First,410,37,9,2010,1,7,-1,1954,1122,1665,10000000,1
35,24,30,Male,10,Denmark,Night,Working,Autumn,Home,Sunny,Alone,Happy,Surprised,Positive,Ill,Decision,First,808,37,9,2006,1,3,10,1126,1003,788,160000000,3
35,25,30,Male,10,Denmark,Evening,Weekend,Summer,Home,Sunny,Parents,Happy,Happy,Positive,Healthy,Given,Nth,632,37,9,1990,1,8,21,251,1969,133,70000000,4
35,30,30,Male,10,Denmark,Evening,Weekend,Autumn,Home,Rainy,Alone,Sad,Scared,Neutral,Healthy,Given,Nth,165,37,9,1995,8,10,17,223,1404,699,30000000,4
35,36,30,Male,10,Denmark,Night,Weekend,Autumn,Home,Rainy,Alone,Surprised,Scared,Neutral,Healthy,Given,Nth,529,37,9,2007,14,21,-1,951,1684,1286,22200000,3
35,65,30,Male,10,Denmark,Evening,Working,Autumn,Home,Sunny,Alone,Happy,Neutral,Positive,Healthy,Decision,First,556,37,9,2010,7,-1,-1,979,1658,542,40000000,3
35,80,30,Male,10,Denmark,Evening,Weekend,Autumn,Home,Cloudy,Alone,Happy,Surprised,Negative,Healthy,Given,First,230,37,9,2006,7,10,12,16,1052,370,82500000,3
35,66,30,Male,10,Denmark,Night,Weekend,Autumn,Home,Rainy,Alone,Surprised,Surprised,Positive,Healthy,Decision,First,666,37,9,2010,1,3,8,437,1795,1374,20000000,5
35,114,30,Male,10,Denmark,Evening,Weekend,Autumn,Home,Sunny,Alone,Neutral,Neutral,Negative,Healthy,Given,First,397,37,9,2004,1,3,17,1437,716,978,100000000,2
35,116,30,Male,10,Denmark,Night,Weekend,Autumn,Home,Sunny,Alone,Happy,Neutral,Negative,Healthy,Given,Nth,142,37,9,2007,1,19,21,1794,1588,961,40000000,3
35,120,30,Male,10,Denmark,Evening,Weekend,Autumn,Home,Sunny,Alone,Happy,Happy,Neutral,Healthy,Decision,Nth,360,37,9,1983,1,8,21,1649,1240,1944,-1,5
35,149,30,Male,10,Denmark,Evening,Weekend,Autumn,Home,Sunny,Alone,Happy,Happy,Positive,Healthy,Decision,Nth,650,37,9,1982,10,19,21,710,1660,1716,28000000,5
35,13,30,Male,10,Denmark,Afternoon,Working,Autumn,Home,Sunny,Alone,Angry,Neutral,Positive,Healthy,Decision,First,590,37,9,2010,1,14,19,1382,57,1109,60000000,3
35,160,30,Male,10,Denmark,Evening,Working,Autumn,Home,Sunny,Alone,Angry,Angry,Neutral,Healthy,Given,Nth,680,37,9,2004,1,3,21,475,807,571,125000000,2
35,101,30,Male,10,Denmark,Afternoon,Working,Autumn,Home,Cloudy,Alone,Angry,Disgusted,Positive,Healthy,Decision,First,27,37,9,2010,7,14,21,543,17,909,24000000,2
35,42,30,Male,10,Denmark,Night,Working,Autumn,Home,Cloudy,Alone,Neutral,Happy,Negative,Healthy,Decision,First,354,37,9,2010,1,3,21,1180,224,1552,110000000,3
35,61,30,Male,10,Denmark,Afternoon,Weekend,Autumn,Home,Sunny,Alone,Neutral,Disgusted,Positive,Healthy,Decision,First,792,7,9,2009,10,19,21,20,1697,469,30000000,2
35,220,30,Male,10,Denmark,Evening,Working,Autumn,Home,Rainy,Alone,Happy,Happy,Neutral,Healthy,Given,Nth,23,37,9,2004,1,17,19,1957,239,246,120000000,5
35,221,30,Male,10,Denmark,Night,Working,Autumn,Home,Rainy,Alone,Surprised,Scared,Positive,Healthy,Given,Nth,160,7,9,2005,14,17,21,506,627,682,4000000,3
35,225,30,Male,10,Denmark,Evening,Working,Autumn,Home,Cloudy,Alone,Happy,Happy,Positive,Healthy,Given,Nth,99,37,9,2000,7,10,18,1437,1822,497,60000000,4
35,227,30,Male,10,Denmark,Night,Working,Autumn,Home,Cloudy,Alone,Neutral,Disgusted,Neutral,Healthy,Given,Nth,160,7,9,2006,8,14,21,1859,1736,100,10000000,2
35,232,30,Male,10,Denmark,Night,Working,Autumn,Home,Sunny,Alone,Angry,Disgusted,Neutral,Healthy,Given,Nth,160,7,9,2007,8,14,21,1859,400,1704,10000000,2
35,239,30,Male,10,Denmark,Night,Holiday,Autumn,Public,Rainy,Public,Neutral,Neutral,Positive,Healthy,Given,First,172,13,10,2009,10,14,19,730,613,488,-1,3
35,240,30,Male,10,Denmark,Night,Holiday,Autumn,Public,Rainy,Public,Surprised,Neutral,Positive,Healthy,Given,First,227,13,10,2007,14,17,19,386,1921,1996,-1,4
35,242,30,Male,10,Denmark,Evening,Holiday,Autumn,Home,Cloudy,Alone,Neutral,Neutral,Neutral,Healthy,Given,Nth,242,37,9,2003,10,21,-1,951,651,516,60000000,4
35,243,30,Male,10,Denmark,Night,Holiday,Autumn,Home,Cloudy,Alone,Disgusted,Angry,Neutral,Healthy,Decision,First,167,7,9,2008,8,14,21,1859,400,1704,10800000,2
