43,67,25,Female,3,France,Night,Working,Autumn,Home,Cloudy,Friends,Neutral,Happy,Positive,Healthy,Given,First,497,36,9,2010,1,8,21,6,366,1437,28000000,4
43,171,25,Female,3,France,Night,Working,Autumn,Home,Cloudy,Alone,Neutral,Happy,Positive,Healthy,Decision,First,207,19,2,2008,10,-1,-1,735,58,1641,-1,5
43,188,25,Female,3,France,Evening,Working,Autumn,Home,Sunny,Alone,Neutral,Neutral,Positive,Healthy,Decision,First,459,37,9,2002,10,15,-1,610,349,1052,-1,3
43,231,25,Female,3,France,Evening,Working,Autumn,Home,Cloudy,Alone,Surprised,Neutral,Positive,Healthy,Decision,Nth,593,31,25,2009,10,18,21,1519,203,1199,18000000,5
43,241,25,Female,3,France,Evening,Holiday,Autumn,Home,Cloudy,Alone,Surprised,Neutral,Positive,Healthy,Decision,First,135,37,9,2006,10,12,17,747,349,1343,40000000,5
43,3535,25,Female,3,France,Afternoon,Working,Autumn,Home,Cloudy,Alone,Surprised,Neutral,Positive,Healthy,Decision,First,145,37,9,1997,8,10,17,1103,1659,698,35000000,4
43,3565,25,Female,3,France,Evening,Working,Autumn,Home,Rainy,Alone,Happy,Surprised,Neutral,Healthy,Decision,First,330,13,10,2009,7,8,-1,438,496,86,42000000,5
43,3581,25,Female,3,France,Afternoon,Weekend,Autumn,Home,Rainy,Alone,Happy,Happy,Positive,Healthy,Decision,Nth,813,37,9,2004,7,10,18,1985,1416,1532,2500000,5
43,3619,25,Female,3,France,Morning,Working,Autumn,Home,Snowy,Alone,Surprised,Neutral,Positive,Ill,Decision,Nth,386,37,9,2008,10,17,-1,1331,1539,80,20000000,5
43,3613,25,Female,3,France,Evening,Weekend,Autumn,Home,Snowy,Alone,Happy,Happy,Neutral,Ill,Decision,First,216,14,11,2009,7,-1,-1,12,199,1405,5000000,5
43,3629,25,Female,3,France,Evening,Working,Autumn,Home,Rainy,Partner,Neutral,Neutral,Neutral,Ill,Given,First,799,37,9,2009,4,3,7,660,1331,856,40000000,3
43,3649,25,Female,3,France,Afternoon,Working,Winter,Home,Rainy,Alone,Happy,Surprised,Neutral,Healthy,Decision,First,769,37,9,2009,7,8,-1,224,522,1986,35000000,4
43,3702,25,Female,3,France,Afternoon,Holiday,Winter,Home,Snowy,Partner,Surprised,Neutral,Neutral,Ill,Decision,First,276,37,9,2010,10,21,-1,1684,1367,285,15000000,4
43,3703,25,Female,3,France,Evening,Holiday,Winter,Home,Snowy,Alone,Happy,Happy,Neutral,Ill,Decision,Nth,323,37,9,2005,7,10,-1,5,262,1067,6500000,5
43,201,25,Female,3,France,Evening,Holiday,Winter,Home,Snowy,Alone,Neutral,Sad,Neutral,Ill,Decision,First,184,37,9,2010,10,17,21,895,953,1150,2000000,5
43,3713,25,Female,3,France,Evening,Holiday,Winter,Home,Snowy,Alone,Surprised,Neutral,Neutral,Healthy,Decision,First,357,37,9,2010,3,10,23,877,1297,998,38000000,5
43,3714,25,Female,3,France,Evening,Working,Winter,Home,Cloudy,Alone,Neutral,Neutral,Neutral,Healthy,Decision,First,362,37,9,2010,10,-1,-1,1439,5,486,5000000,4
43,3716,25,Female,3,France,Evening,Working,Winter,Home,Cloudy,Alone,Sad,Sad,Positive,Healthy,Decision,First,672,31,9,2010,10,17,21,1667,996,1628,3000000,5
43,3786,25,Female,3,France,Evening,Working,Winter,Home,Cloudy,Family,Sad,Sad,Positive,Ill,Decision,First,188,37,9,2010,10,18,-1,1663,1375,598,1000000,5
43,3787,25,Female,3,France,Night,Working,Winter,Home,Cloudy,Alone,Happy,Happy,Positive,Healthy,Decision,First,773,36,9,2010,10,13,-1,391,657,728,15000000,5
43,3821,25,Female,3,France,Evening,Working,Winter,Public,Sunny,Alone,Sad,Neutral,Positive,Healthy,Decision,First,536,36,9,2010,7,10,-1,1170,924,1661,8000000,4
43,3822,25,Female,3,France,Night,Working,Winter,Public,Sunny,Partner,Neutral,Neutral,Positive,Healthy,Decision,First,317,28,-1,2010,10,22,-1,1168,1573,1512,5000000,4
43,3825,25,Female,3,France,Evening,Weekend,Winter,Home,Sunny,Alone,Happy,Happy,Positive,Healthy,Decision,First,626,13,10,2009,7,10,15,39,1324,1393,18000000,5
43,2902,25,Female,3,France,Afternoon,Holiday,Spring,Home,Rainy,Alone,Surprised,Happy,Positive,Healthy,Decision,First,757,36,9,1995,10,-1,-1,751,958,816,-1,4
43,3941,25,Female,3,France,Evening,Holiday,Spring,Public,Sunny,Partner,Sad,Neutral,Positive,Healthy,Decision,First,811,13,10,2010,10,13,-1,1136,1354,1475,4000000,3
43,4023,25,Female,3,France,Evening,Working,Summer,Public,Sunny,Friends,Happy,Happy,Neutral,Healthy,Decision,First,13,31,25,2007,4,3,11,766,1415,278,-1,5
43,4024,25,Female,3,France,Evening,Weekend,Summer,Home,Rainy,Alone,Surprised,Neutral,Positive,Healthy,Decision,First,418,1,25,2009,10,17,21,1597,1759,695,2000000,5
43,173,25,Female,3,France,Afternoon,Weekend,Summer,Public,Sunny,Partner,Happy,Happy,Positive,Healthy,Decision,First,687,25,19,2009,7,10,-1,83,353,1132,-1,5
