33,5,26,Female,10,Denmark,Afternoon,Weekend,Summer,Home,Sunny,Partner,Neutral,Neutral,Positive,Healthy,Given,Nth,775,37,9,1998,7,6,10,1636,1539,1402,90000000,3
33,6,26,Female,10,Denmark,Evening,Weekend,Summer,Home,Sunny,Partner,Happy,Happy,Positive,Healthy,Given,First,33,37,9,2008,7,10,18,1373,1510,1691,24000000,4
33,37,26,Female,10,Denmark,Evening,Working,Summer,Public,Rainy,Public,Happy,Happy,Neutral,Healthy,Given,First,206,32,23,1998,7,15,18,152,1766,606,-1,5
33,64,26,Female,10,Denmark,Evening,Working,Autumn,Home,Sunny,Partner,Neutral,Happy,Neutral,Ill,Given,First,343,37,9,2001,7,8,18,1439,166,1924,13000000,3
33,70,26,Female,10,Denmark,Evening,Weekend,Autumn,Home,Rainy,Alone,Sad,Sad,Neutral,Ill,Given,First,421,37,9,1996,6,10,-1,884,447,175,3300000,4
33,71,26,Female,10,Denmark,Night,Weekend,Autumn,Home,Rainy,Alone,Neutral,Neutral,Neutral,Ill,Given,First,336,7,9,2002,7,18,10,541,626,1243,-1,2
33,72,26,Female,10,Denmark,Morning,Weekend,Autumn,Home,Rainy,Alone,Neutral,Neutral,Neutral,Ill,Given,Nth,718,37,9,1999,7,10,12,951,263,295,13000000,4
33,73,26,Female,10,Denmark,Evening,Weekend,Autumn,Home,Rainy,Alone,Neutral,Neutral,Neutral,Ill,Given,First,46,37,9,2005,7,18,-1,1957,589,1100,70000000,3
33,106,26,Female,10,Denmark,Evening,Working,Autumn,Home,Sunny,Partner,Surprised,Surprised,Negative,Healthy,Given,First,7,37,9,2005,10,17,-1,680,626,357,1600000,5
33,113,26,Female,10,Denmark,Evening,Weekend,Autumn,Home,Sunny,Friends,Surprised,Surprised,Neutral,Healthy,Given,First,102,37,9,2007,8,17,21,1098,470,421,20000000,3
33,122,26,Female,10,Denmark,Afternoon,Weekend,Autumn,Home,Sunny,Partner,Happy,Happy,Neutral,Healthy,Decision,First,705,37,9,2009,4,3,12,541,948,891,30000000,4
33,125,26,Female,10,Denmark,Afternoon,Weekend,Autumn,Home,Sunny,Partner,Neutral,Neutral,Positive,Healthy,Given,First,104,37,9,2000,7,10,15,699,745,1503,16000000,2
33,173,26,Female,10,Denmark,Afternoon,Weekend,Autumn,Home,Rainy,Partner,Happy,Happy,Neutral,Healthy,Decision,First,687,25,19,2009,7,10,-1,83,353,1132,-1,4
33,184,26,Female,10,Denmark,Evening,Working,Autumn,Home,Cloudy,Partner,Neutral,Neutral,Positive,Healthy,Decision,First,538,37,9,2010,1,3,12,807,169,649,170000000,1
33,176,26,Female,10,Denmark,Evening,Weekend,Autumn,Home,Rainy,Partner,Happy,Surprised,Positive,Healthy,Given,First,544,37,9,2008,7,14,21,911,702,954,2000000,5
