userID,itemID,age,sex,city,country,time,daytype,season,location,weather,social,endEmo,dominantEmo,mood,physical,decision,interaction,director,movieCountry,movieLanguage,movieYear,genre1,genre2,genre3,actor1,actor2,actor3,budget,rating
50,86,26,Female,21,UK,Evening,Working,Autumn,Public,Cloudy,Public,Neutral,Neutral,Negative,Ill,Given,First,467,13,10,2010,1,3,12,1212,672,1540,25000000,2
50,85,26,Female,21,UK,Night,Weekend,Autumn,Home,Cloudy,Alone,Neutral,Scared,Negative,Ill,Given,Nth,786,37,9,2001,1,8,21,1630,223,296,92000000,3
50,87,26,Female,21,UK,Evening,Weekend,Autumn,Home,Cloudy,Alone,Neutral,Angry,Neutral,Ill,Given,First,616,37,9,2004,8,10,17,136,1684,90,50000000,2
50,97,26,Female,21,UK,Night,Working,Autumn,Home,Cloudy,Alone,Sad,Sad,Positive,Ill,Given,Nth,17,37,9,2003,10,8,21,1103,1058,1146,50000000,4
50,107,26,Female,21,UK,Night,Weekend,Autumn,Home,Cloudy,Parents,Neutral,Happy,Neutral,Healthy,Given,First,568,37,9,2005,7,12,18,1439,1953,1742,85000000,1
50,117,26,Female,21,UK,Night,Weekend,Autumn,Home,Cloudy,Family,Sad,Sad,Negative,Healthy,Decision,First,812,21,15,2008,10,15,-1,1293,1668,1893,-1,5
50,118,26,Female,21,UK,Night,Weekend,Autumn,Home,Sunny,Alone,Happy,Happy,Neutral,Healthy,Decision,Nth,469,37,9,1990,10,18,-1,1800,828,845,-1,5
50,119,26,Female,21,UK,Night,Holiday,Autumn,Home,Sunny,Family,Angry,Angry,Positive,Ill,Decision,First,589,23,8,2007,10,21,22,271,1720,1836,21000000,2
50,131,26,Female,21,UK,Evening,Working,Autumn,Home,Cloudy,Family,Sad,Happy,Positive,Healthy,Given,First,297,9,5,2006,9,-1,-1,-1,-1,-1,100000,5
50,132,26,Female,21,UK,Evening,Working,Autumn,Home,Rainy,Alone,Happy,Scared,Neutral,Healthy,Decision,First,145,37,9,1994,1,3,8,1331,1097,456,45000000,4
50,131,26,Female,21,UK,Evening,Weekend,Autumn,Home,Cloudy,Partner,Sad,Happy,Positive,Healthy,Decision,Nth,297,9,5,2006,9,-1,-1,-1,-1,-1,100000,5
50,39,26,Female,21,UK,Night,Weekend,Autumn,Home,Cloudy,Partner,Neutral,Neutral,Positive,Healthy,Decision,First,756,36,9,2009,3,12,17,719,368,1914,18000000,3
50,158,26,Female,21,UK,Night,Weekend,Autumn,Home,Sunny,Partner,Happy,Happy,Positive,Healthy,Decision,First,169,37,9,2008,7,12,18,1611,1822,691,20000000,3
50,159,26,Female,21,UK,Evening,Working,Autumn,Friend,Sunny,Partner,Surprised,Happy,Positive,Healthy,Decision,First,138,37,9,2008,7,10,-1,1679,105,1084,3400000,3
50,196,26,Female,21,UK,Evening,Working,Autumn,Home,Rainy,Partner,Happy,Happy,Positive,Healthy,Decision,First,112,37,9,2009,4,1,3,1576,1548,472,90000000,5
50,38,26,Female,21,UK,Afternoon,Weekend,Autumn,Public,Sunny,Public,Happy,Happy,Positive,Healthy,Given,First,65,36,9,2010,9,7,-1,1833,154,1738,-1,5
