userID,itemID,age,sex,city,country,time,daytype,season,location,weather,social,endEmo,dominantEmo,mood,physical,decision,interaction,director,movieCountry,movieLanguage,movieYear,genre1,genre2,genre3,actor1,actor2,actor3,budget,rating
27,19,25,Male,10,Denmark,Afternoon,Working,Summer,Home,Sunny,Partner,Neutral,Neutral,Neutral,Healthy,Given,First,670,20,14,2005,7,10,18,1635,869,1440,35000000,2
27,18,25,Male,10,Denmark,Evening,Holiday,Summer,Home,Rainy,Family,Neutral,Happy,Positive,Ill,Decision,First,750,37,9,2010,1,3,21,1803,251,1376,82000000,4
27,26,25,Male,10,Denmark,Night,Holiday,Summer,Home,Rainy,Family,Happy,Surprised,Positive,Ill,Decision,First,199,36,9,2009,19,17,10,1679,1103,495,5000000,5
27,33,25,Male,10,Denmark,Afternoon,Weekend,Summer,Home,Rainy,Partner,Neutral,Neutral,Neutral,Healthy,Given,First,400,37,9,2006,3,7,10,691,1878,9,8000000,3
27,40,25,Male,10,Denmark,Evening,Weekend,Summer,Home,Rainy,Partner,Happy,Happy,Positive,Healthy,Decision,First,198,37,9,2005,1,3,7,223,98,1923,110000000,4
27,41,25,Male,10,Denmark,Morning,Holiday,Summer,Friend,Sunny,Alone,Happy,Surprised,Positive,Healthy,Decision,First,96,37,9,2010,1,4,8,246,1424,900,-1,4
27,38,25,Male,10,Denmark,Morning,Weekend,Autumn,Home,Rainy,Alone,Surprised,Happy,Positive,Healthy,Decision,First,65,36,9,2010,9,7,-1,1833,154,1738,-1,4
27,69,25,Male,10,Denmark,Night,Weekend,Autumn,Home,Cloudy,Partner,Sad,Neutral,Neutral,Healthy,Decision,First,280,37,9,2008,6,10,-1,1715,553,998,20000000,3
27,111,25,Male,10,Denmark,Night,Weekend,Autumn,Public,Cloudy,Public,Happy,Happy,Positive,Healthy,Decision,First,780,18,9,2009,4,3,12,231,591,348,6500000,4
27,143,25,Male,10,Denmark,Night,Weekend,Autumn,Home,Sunny,Partner,Neutral,Happy,Neutral,Healthy,Decision,First,551,4,3,2006,7,-1,-1,142,38,708,-1,4
27,166,25,Male,10,Denmark,Afternoon,Working,Autumn,Home,Cloudy,Partner,Neutral,Neutral,Positive,Healthy,Decision,First,126,37,9,2010,4,3,7,862,667,366,165000000,3
27,170,25,Male,10,Denmark,Night,Working,Autumn,Home,Cloudy,Partner,Neutral,Neutral,Neutral,Healthy,Decision,First,51,37,9,2009,7,10,18,1688,1667,1288,40000000,2
27,178,25,Male,10,Denmark,Afternoon,Weekend,Autumn,Home,Cloudy,Alone,Sad,Happy,Neutral,Healthy,Decision,First,453,37,9,2010,4,3,7,1866,1849,932,200000000,3
27,186,25,Male,10,Denmark,Night,Working,Autumn,Home,Rainy,Alone,Happy,Happy,Positive,Healthy,Decision,First,799,37,9,2007,3,7,10,1483,20,856,17500000,5
