userID,itemID,age,sex,city,country,time,daytype,season,location,weather,social,endEmo,dominantEmo,mood,physical,decision,interaction,director,movieCountry,movieLanguage,movieYear,genre1,genre2,genre3,actor1,actor2,actor3,budget,rating
127,3726,31,Female,20,UK,Night,Working,Winter,Home,Rainy,Alone,Surprised,Surprised,Negative,Healthy,Decision,First,159,37,9,2010,10,21,-1,1416,1924,1380,13000000,5
127,3750,31,Female,20,UK,Evening,Working,Winter,Home,Sunny,Parents,Happy,Scared,Positive,Ill,Decision,First,157,37,9,2010,3,6,10,817,1057,77,18000000,4
127,3712,31,Female,20,UK,Evening,Working,Winter,Home,Snowy,Alone,Happy,Neutral,Positive,Healthy,Decision,First,783,37,9,2010,6,10,21,738,1679,1392,12500000,4
127,3834,31,Female,20,UK,Night,Working,Winter,Public,Cloudy,Friends,Sad,Sad,Positive,Healthy,Given,First,523,37,9,2010,9,6,10,1092,1138,1938,-1,5
127,3867,31,Female,20,UK,Evening,Working,Winter,Home,Rainy,Alone,Happy,Happy,Positive,Ill,Decision,First,203,37,9,2010,7,10,18,807,112,1000,30000000,4
127,3922,31,Female,20,UK,Evening,Weekend,Spring,Home,Sunny,Parents,Sad,Happy,Positive,Healthy,Given,First,4,37,9,2009,10,17,-1,1624,1756,189,7000000,5
127,3714,31,Female,20,UK,Evening,Weekend,Spring,Home,Sunny,Alone,Neutral,Neutral,Neutral,Healthy,Decision,First,362,37,9,2010,10,-1,-1,1439,5,486,5000000,3
127,3740,31,Female,20,UK,Night,Holiday,Spring,Home,Cloudy,Family,Neutral,Neutral,Neutral,Healthy,Given,First,365,37,9,2010,10,21,-1,1620,531,1382,22000000,2
127,3899,31,Female,20,UK,Evening,Working,Spring,Home,Rainy,Family,Neutral,Neutral,Neutral,Healthy,Given,First,326,36,9,2011,1,10,17,1180,484,843,30000000,3
127,4003,31,Female,20,UK,Evening,Holiday,Summer,Home,Sunny,Family,Surprised,Surprised,Positive,Healthy,Decision,First,199,37,9,2011,17,19,21,807,1372,1912,32000000,5
127,3656,31,Female,20,UK,Evening,Holiday,Summer,Home,Cloudy,Family,Happy,Surprised,Neutral,Healthy,Given,First,459,37,9,2010,7,10,-1,116,1022,1265,4000000,5
127,4182,31,Female,20,UK,Evening,Weekend,Winter,Home,Sunny,Alone,Sad,Sad,Neutral,Ill,Decision,First,61,17,20,2011,10,-1,-1,1162,1536,1726,500000,5
127,3642,31,Female,20,UK,Night,Holiday,Spring,Home,Sunny,Friends,Neutral,Scared,Neutral,Ill,Given,First,561,33,27,2009,8,10,17,1359,1458,1163,-1,5
127,4163,31,Female,20,UK,Afternoon,Weekend,Winter,Home,Sunny,Alone,Neutral,Neutral,Neutral,Healthy,Decision,First,753,37,9,2011,10,-1,-1,1933,566,256,25000000,5
127,4202,31,Female,20,UK,Evening,Weekend,Winter,Home,Sunny,Parents,Neutral,Neutral,Neutral,Healthy,Decision,First,39,37,9,2011,1,19,21,74,1040,374,40000000,4
127,4147,31,Female,20,UK,Evening,Weekend,Winter,Home,Snowy,Alone,Neutral,Neutral,Neutral,Healthy,Decision,First,72,37,9,2011,6,10,20,223,979,1539,50000000,3
127,4090,31,Female,20,UK,Night,Weekend,Winter,Home,Rainy,Alone,Neutral,Neutral,Neutral,Ill,Decision,First,163,14,9,2011,10,21,-1,1919,1348,1076,20000000,4
127,4255,31,Female,20,UK,Evening,Working,Winter,Home,Sunny,Alone,Happy,Happy,Neutral,Ill,Decision,First,342,37,9,2011,7,10,-1,1510,544,1997,5000000,5
127,4228,31,Female,20,UK,Night,Working,Winter,Home,Sunny,Alone,Neutral,Neutral,Neutral,Ill,Decision,First,105,37,9,2011,7,10,18,969,5,1364,45000000,4
